#logger output
VAEAKF(
  (process_x): PreProcess(
    (fc1): Linear(in_features=4, out_features=32, bias=True)
    (fc2): Linear(in_features=32, out_features=32, bias=True)
  )
  (rnn): LSTM(32, 32)
  (gauss_decoder): DBlock(
    (fc1): Linear(in_features=32, out_features=64, bias=True)
    (fc2): Linear(in_features=32, out_features=64, bias=True)
    (fc_mu): Linear(in_features=64, out_features=1, bias=True)
    (fc_logsigma): Linear(in_features=64, out_features=1, bias=True)
  )
)
make train loader successfully
epoch-round = 4-30 with loss = 606903.5000 prepare time 0.0003 forward time 0.0022, forward percent88.8344%
epoch-round = 4-31 with loss = 312982.2812 prepare time 0.0003 forward time 0.0026, forward percent90.3287%
epoch = 4 with train_loss = 774616.4344
epoch-round = 5-0 with loss = 425508.1250 prepare time 0.0005 forward time 0.0029, forward percent84.3402%
epoch-round = 5-1 with loss = 554455.4375 prepare time 0.0005 forward time 0.0027, forward percent85.1355%
epoch-round = 5-2 with loss = 365770.5000 prepare time 0.0004 forward time 0.0021, forward percent85.2615%
epoch-round = 5-3 with loss = 463750.5312 prepare time 0.0004 forward time 0.0026, forward percent85.7054%
epoch-round = 5-4 with loss = 369796.7500 prepare time 0.0005 forward time 0.0026, forward percent84.8616%
epoch-round = 5-5 with loss = 426081.5938 prepare time 0.0004 forward time 0.0027, forward percent86.1375%
epoch-round = 5-6 with loss = 459294.5938 prepare time 0.0004 forward time 0.0026, forward percent85.3512%
epoch-round = 5-7 with loss = 531486.3750 prepare time 0.0004 forward time 0.0027, forward percent85.8159%
epoch-round = 5-8 with loss = 523859.3438 prepare time 0.0004 forward time 0.0027, forward percent86.1757%
epoch-round = 5-9 with loss = 615388.1875 prepare time 0.0004 forward time 0.0028, forward percent86.4706%
epoch-round = 5-10 with loss = 348181.4375 prepare time 0.0004 forward time 0.0027, forward percent86.4070%
epoch-round = 5-11 with loss = 422803.7500 prepare time 0.0005 forward time 0.0031, forward percent85.8388%
epoch-round = 5-12 with loss = 436129.1250 prepare time 0.0005 forward time 0.0030, forward percent86.3310%
epoch-round = 5-13 with loss = 573210.9375 prepare time 0.0004 forward time 0.0027, forward percent85.9028%
epoch-round = 5-14 with loss = 396008.5312 prepare time 0.0004 forward time 0.0028, forward percent86.3849%
epoch-round = 5-15 with loss = 367406.9375 prepare time 0.0004 forward time 0.0030, forward percent87.3149%
epoch-round = 5-16 with loss = 364670.6562 prepare time 0.0003 forward time 0.0026, forward percent89.2113%
epoch-round = 5-17 with loss = 445752.5000 prepare time 0.0004 forward time 0.0032, forward percent89.3581%
epoch-round = 5-18 with loss = 410018.6875 prepare time 0.0004 forward time 0.0030, forward percent89.3483%
epoch-round = 5-19 with loss = 481453.7188 prepare time 0.0004 forward time 0.0032, forward percent89.2633%
epoch-round = 5-20 with loss = 405619.9688 prepare time 0.0003 forward time 0.0026, forward percent88.9632%
epoch-round = 5-21 with loss = 398225.8125 prepare time 0.0003 forward time 0.0028, forward percent89.0791%
epoch-round = 5-22 with loss = 584278.5625 prepare time 0.0004 forward time 0.0030, forward percent89.2893%
epoch-round = 5-23 with loss = 418572.3125 prepare time 0.0004 forward time 0.0030, forward percent89.0289%
epoch-round = 5-24 with loss = 470078.0625 prepare time 0.0003 forward time 0.0028, forward percent89.1702%
epoch-round = 5-25 with loss = 446114.4062 prepare time 0.0003 forward time 0.0028, forward percent89.2379%
epoch-round = 5-26 with loss = 479943.4062 prepare time 0.0003 forward time 0.0028, forward percent89.0787%
epoch-round = 5-27 with loss = 476382.5625 prepare time 0.0003 forward time 0.0028, forward percent89.2027%
epoch-round = 5-28 with loss = 426576.7812 prepare time 0.0004 forward time 0.0028, forward percent88.8070%
epoch-round = 5-29 with loss = 501075.7812 prepare time 0.0003 forward time 0.0024, forward percent88.8012%
epoch-round = 5-30 with loss = 414629.1562 prepare time 0.0004 forward time 0.0031, forward percent89.2690%
epoch-round = 5-31 with loss = 369193.7812 prepare time 0.0003 forward time 0.0030, forward percent89.7225%
epoch = 5 with train_loss = 718585.9156
epoch-round = 6-0 with loss = 525728.8750 prepare time 0.0006 forward time 0.0032, forward percent84.4744%
epoch-round = 6-1 with loss = 412777.2188 prepare time 0.0005 forward time 0.0047, forward percent89.6581%
epoch-round = 6-2 with loss = 491473.8438 prepare time 0.0004 forward time 0.0023, forward percent84.5533%
epoch-round = 6-3 with loss = 453522.5312 prepare time 0.0004 forward time 0.0023, forward percent84.9939%
epoch-round = 6-4 with loss = 505217.0000 prepare time 0.0005 forward time 0.0029, forward percent86.1457%
epoch-round = 6-5 with loss = 305713.1562 prepare time 0.0003 forward time 0.0017, forward percent84.3051%
epoch-round = 6-6 with loss = 559398.1875 prepare time 0.0004 forward time 0.0028, forward percent86.3873%
epoch-round = 6-7 with loss = 357069.1250 prepare time 0.0005 forward time 0.0029, forward percent86.2827%
epoch-round = 6-8 with loss = 541870.8750 prepare time 0.0004 forward time 0.0025, forward percent85.7968%
epoch-round = 6-9 with loss = 402390.4062 prepare time 0.0006 forward time 0.0039, forward percent87.5463%
epoch-round = 6-10 with loss = 363886.5312 prepare time 0.0004 forward time 0.0028, forward percent87.3971%
epoch-round = 6-11 with loss = 439513.3750 prepare time 0.0004 forward time 0.0026, forward percent85.8035%
epoch-round = 6-12 with loss = 352810.1250 prepare time 0.0004 forward time 0.0023, forward percent85.4975%
epoch-round = 6-13 with loss = 391774.9688 prepare time 0.0004 forward time 0.0023, forward percent84.9769%
epoch-round = 6-14 with loss = 473092.8750 prepare time 0.0004 forward time 0.0023, forward percent85.3845%
epoch-round = 6-15 with loss = 372571.7500 prepare time 0.0004 forward time 0.0023, forward percent85.7533%
epoch-round = 6-16 with loss = 472735.0000 prepare time 0.0003 forward time 0.0023, forward percent88.9842%
epoch-round = 6-17 with loss = 449873.9062 prepare time 0.0003 forward time 0.0023, forward percent88.8107%
epoch-round = 6-18 with loss = 383062.3750 prepare time 0.0003 forward time 0.0023, forward percent88.8707%
epoch-round = 6-19 with loss = 315791.1562 prepare time 0.0003 forward time 0.0023, forward percent88.8594%
epoch-round = 6-20 with loss = 503320.4688 prepare time 0.0003 forward time 0.0023, forward percent88.8261%
epoch-round = 6-21 with loss = 291106.6875 prepare time 0.0003 forward time 0.0023, forward percent88.8530%
epoch-round = 6-22 with loss = 467990.3438 prepare time 0.0003 forward time 0.0021, forward percent87.9118%
epoch-round = 6-23 with loss = 312827.0000 prepare time 0.0003 forward time 0.0023, forward percent88.9051%
epoch-round = 6-24 with loss = 465841.6875 prepare time 0.0003 forward time 0.0024, forward percent88.8095%
epoch-round = 6-25 with loss = 411680.7812 prepare time 0.0004 forward time 0.0033, forward percent89.2408%
epoch-round = 6-26 with loss = 416863.5938 prepare time 0.0003 forward time 0.0024, forward percent88.5604%
epoch-round = 6-27 with loss = 386835.5312 prepare time 0.0003 forward time 0.0025, forward percent88.9166%
epoch-round = 6-28 with loss = 282358.2188 prepare time 0.0003 forward time 0.0021, forward percent88.6605%
epoch-round = 6-29 with loss = 471581.4688 prepare time 0.0005 forward time 0.0038, forward percent89.0572%
epoch-round = 6-30 with loss = 354418.7500 prepare time 0.0004 forward time 0.0026, forward percent87.8843%
epoch-round = 6-31 with loss = 235844.0469 prepare time 0.0003 forward time 0.0025, forward percent89.0119%
epoch = 6 with train_loss = 658547.0930
epoch-round = 7-0 with loss = 325521.8438 prepare time 0.0005 forward time 0.0032, forward percent85.7742%
epoch-round = 7-1 with loss = 282839.1250 prepare time 0.0004 forward time 0.0026, forward percent85.9474%
epoch-round = 7-2 with loss = 486397.2812 prepare time 0.0004 forward time 0.0029, forward percent86.9630%
epoch-round = 7-3 with loss = 405098.3438 prepare time 0.0004 forward time 0.0022, forward percent83.2054%
epoch-round = 7-4 with loss = 302529.9062 prepare time 0.0004 forward time 0.0024, forward percent84.5638%
epoch-round = 7-5 with loss = 574827.2500 prepare time 0.0003 forward time 0.0018, forward percent84.0529%
epoch-round = 7-6 with loss = 396979.1875 prepare time 0.0004 forward time 0.0024, forward percent85.4567%
epoch-round = 7-7 with loss = 541186.8750 prepare time 0.0004 forward time 0.0025, forward percent86.3541%
epoch-round = 7-8 with loss = 376288.5000 prepare time 0.0004 forward time 0.0023, forward percent85.0319%
epoch-round = 7-9 with loss = 457007.9688 prepare time 0.0004 forward time 0.0023, forward percent85.2928%
epoch-round = 7-10 with loss = 417797.4688 prepare time 0.0004 forward time 0.0024, forward percent85.0096%
epoch-round = 7-11 with loss = 352242.8438 prepare time 0.0004 forward time 0.0025, forward percent85.3445%
epoch-round = 7-12 with loss = 448183.0625 prepare time 0.0004 forward time 0.0025, forward percent85.5007%
epoch-round = 7-13 with loss = 464573.0938 prepare time 0.0004 forward time 0.0025, forward percent86.0817%
epoch-round = 7-14 with loss = 384515.2188 prepare time 0.0004 forward time 0.0024, forward percent85.6360%
epoch-round = 7-15 with loss = 358699.9688 prepare time 0.0004 forward time 0.0024, forward percent86.7135%
epoch-round = 7-16 with loss = 327718.8125 prepare time 0.0003 forward time 0.0024, forward percent88.9955%
epoch-round = 7-17 with loss = 382265.6562 prepare time 0.0004 forward time 0.0029, forward percent89.1767%
epoch-round = 7-18 with loss = 281465.7812 prepare time 0.0003 forward time 0.0023, forward percent89.0838%
epoch-round = 7-19 with loss = 336355.8750 prepare time 0.0003 forward time 0.0028, forward percent89.2737%
epoch-round = 7-20 with loss = 355691.9375 prepare time 0.0003 forward time 0.0023, forward percent88.9637%
epoch-round = 7-21 with loss = 279286.4062 prepare time 0.0003 forward time 0.0022, forward percent88.4271%
epoch-round = 7-22 with loss = 399256.6875 prepare time 0.0003 forward time 0.0021, forward percent87.8646%
epoch-round = 7-23 with loss = 357892.8438 prepare time 0.0003 forward time 0.0022, forward percent88.7618%
epoch-round = 7-24 with loss = 347719.4688 prepare time 0.0003 forward time 0.0024, forward percent88.9510%
epoch-round = 7-25 with loss = 495432.0625 prepare time 0.0004 forward time 0.0029, forward percent89.2114%
epoch-round = 7-26 with loss = 318018.2500 prepare time 0.0003 forward time 0.0024, forward percent89.1588%
epoch-round = 7-27 with loss = 357202.9375 prepare time 0.0003 forward time 0.0023, forward percent88.6439%
